id,title,year_id,db_id,cve_id,score3,metrics,vendor,product,timeline,ics_title,attention,sectors,areas,hq,date_reported,date_published
62,LAquis SCADA Web Server acompanhamentotela TAGALTERE Command Injection Remote Code Execution Vulnerability,ZDI-19-063,ZDI-CAN-6673,CVE-2018-18992,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-08-14 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,8/14/2018,1/19/2019
63,LAquis SCADA Web Server relatorionome TITULO Command Injection Remote Code Execution Vulnerability,ZDI-19-064,ZDI-CAN-6674,CVE-2018-18996,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-08-14 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,8/14/2018,1/19/2019
64,LAquis SCADA Web Server relatorionome TAG Command Injection Remote Code Execution Vulnerability,ZDI-19-065,ZDI-CAN-6675,CVE-2018-18996,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-08-14 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,8/14/2018,1/19/2019
65,LAquis SCADA Web Server relatorionome NOME Command Injection Remote Code Execution Vulnerability,ZDI-19-066,ZDI-CAN-6676,CVE-2018-18996,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-08-14 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,8/14/2018,1/19/2019
66,LAquis SCADA Web Server Hardcoded Credentials Authentication Bypass Vulnerability,ZDI-19-067,ZDI-CAN-6677,CVE-2018-18998,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-08-14 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,8/14/2018,1/19/2019
67,LAquis SCADA Web Server URI Parsing Authentication Bypass Vulnerability,ZDI-19-068,ZDI-CAN-7074,CVE-2018-19000,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-08-14 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,8/14/2018,1/19/2019
68,LAquis SCADA LGX Report ShellExecute Command Injection Remote Code Execution Vulnerability,ZDI-19-069,ZDI-CAN-6491,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-08-29 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,8/29/2018,1/19/2019
69,LAquis SCADA LGX Report TextFile Write Arbitrary File Creation Vulnerability,ZDI-19-070,ZDI-CAN-6579,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-08-31 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,8/31/2018,1/19/2019
70,LAquis SCADA LGX Report Edit Out-Of-Bounds Write Remote Code Execution Vulnerability,ZDI-19-071,ZDI-CAN-6492,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
71,LAquis SCADA LGX Report Memory PChar Untrusted Pointer Dereference Information Disclosure Vulnerability,ZDI-19-072,ZDI-CAN-6568,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
72,LAquis SCADA LGX Report Memory Word Untrusted Pointer Dereference Information Disclosure Vulnerability,ZDI-19-073,ZDI-CAN-6569,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
73,LAquis SCADA lgx Report Memory Long Untrusted Pointer Dereference Information Disclosure Vulnerability,ZDI-19-074,ZDI-CAN-6570,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
74,LAquis SCADA LGX Report Memory Free Untrusted Pointer Dereference Remote Code Execution Vulnerability,ZDI-19-075,ZDI-CAN-6571,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
75,LAquis SCADA LGX Report Memory Double Untrusted Pointer Dereference Information Disclosure Vulnerability,ZDI-19-076,ZDI-CAN-6572,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
76,LAquis SCADA LGX Report Memory Integer Untrusted Pointer Dereference Information Disclosure Vulnerability,ZDI-19-077,ZDI-CAN-6573,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
77,LAquis SCADA LGX Report Ini WriteString Arbitrary File Creation Vulnerability,ZDI-19-078,ZDI-CAN-6574,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
78,LAquis SCADA LGX Report MemoryWriteByte Memory Corruption Remote Code Execution Vulnerability,ZDI-19-079,ZDI-CAN-6575,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
79,LAquis SCADA LGX Report File Write Arbitrary File Creation Vulnerability,ZDI-19-080,ZDI-CAN-6576,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
80,LAquis SCADA LGX Report MemoryWriteDouble Memory Corruption Remote Code Execution Vulnerability,ZDI-19-081,ZDI-CAN-6577,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
81,LAquis SCADA LGX Report MemoryWriteLong Memory Corruption Remote Code Execution Vulnerability,ZDI-19-082,ZDI-CAN-6578,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
82,LAquis SCADA LGX Report MemoryWriteWord Memory Corruption Remote Code Execution Vulnerability,ZDI-19-083,ZDI-CAN-6620,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
83,LAquis SCADA LGX Report Memory Byte Untrusted Pointer Dereference Information Disclosure Vulnerability,ZDI-19-084,ZDI-CAN-6621,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
84,LAquis SCADA LGX Report Memory ReAlloc Untrusted Pointer Dereference Remote Code Execution Vulnerability,ZDI-19-085,ZDI-CAN-6622,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
85,LAquis SCADA LGX Report MemoryReadWord Untrusted Pointer Dereference Information Disclosure Vulnerability,ZDI-19-086,ZDI-CAN-6623,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
86,LAquis SCADA LGX Report MemoryReadDouble Untrusted Pointer Dereference Information Disclosure Vulnerability,ZDI-19-087,ZDI-CAN-6624,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
87,LAquis SCADA LGX Report MemoryReadByte Untrusted Pointer Dereference Information Disclosure Vulnerability,ZDI-19-088,ZDI-CAN-6625,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
88,LAquis SCADA LGX Report MemoryReadLong Untrusted Pointer Dereference Information Disclosure Vulnerability,ZDI-19-089,ZDI-CAN-6626,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
89,LAquis SCADA LGX Report TextFile Append Arbitrary File Creation Vulnerability,ZDI-19-090,ZDI-CAN-6627,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
90,LAquis SCADA LGX Report AddComboFile Arbitrary File Creation Vulnerability,ZDI-19-091,ZDI-CAN-6628,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
91,LAquis SCADA LGX Report Ini WriteNumber Arbitrary File Creation Vulnerability,ZDI-19-092,ZDI-CAN-6629,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
92,LAquis SCADA LGX Report File Open Path Traversal Information Disclosure Vulnerability,ZDI-19-093,ZDI-CAN-6678,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
93,LAquis SCADA LGX Report TextFile Read Directory Traversal Information Disclosure Vulnerability,ZDI-19-094,ZDI-CAN-6679,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
94,LAquis SCADA LGX Report File Open Path Traversal Information Disclosure Vulnerability,ZDI-19-095,ZDI-CAN-6680,CVE-2018-18988,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
95,LAquis SCADA LGX Report File BlockWrite Arbitrary File Creation Vulnerability,ZDI-19-096,ZDI-CAN-6681,CVE-2018-18988,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),LAquis SCADA,Software,"2018-09-11 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory, 2019-01-19 - Advisory Updated, ",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,9/11/2018,1/19/2019
96,LAquis SCADA LQS File Parsing Improper Control of Generation of Code Remote Code Execution Vulnerability,ZDI-19-097,ZDI-CAN-7110,CVE-2018-19002,7.8, (AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H),LAquis,SCADA,"2018-08-13 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,8/13/2018,1/19/2019
97,LAquis SCADA LQS File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-19-098,ZDI-CAN-7113,CVE-2018-19004,3.3, (AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N),LAquis,SCADA,"2018-08-13 - Vulnerability reported to vendor, 2019-01-19 - Coordinated public release of advisory",ICS Advisory (ICSA-19-015-01), Exploitable remotely/low skill level to exploit," Chemical, Commercial Facilities, Energy, Food and Agriculture, Transportation Systems, Water and Wastewater Systems", South America, Brazil,8/13/2018,1/19/2019
